[00:48:29] KOD: 6736 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:39] KOD: 5789 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:04:40] KOD: 3347 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:42] KOD: 1160 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:43] KOD: 2975 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:45] KOD: 2507 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:46] KOD: 4371 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:48] KOD: 8611 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:49] KOD: 8708 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:51] KOD: 7857 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:52] KOD: 9420 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:54] KOD: 8099 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:04:55] KOD: 8732 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:04:57] KOD: 4266 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:58] KOD: 4276 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:00] KOD: 2518 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:01] KOD: 1531 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:03] KOD: 3769 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:04] KOD: 2879 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:06] KOD: 3752 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:07] KOD: 3841 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:09] KOD: 7211 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:10] KOD: 6729 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:12] KOD: 9216 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:13] KOD: 8722 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:15] KOD: 2596 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:16] KOD: 8094 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:18] KOD: 6412 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:19] KOD: 9183 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:21] KOD: 5825 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:22] KOD: 1233 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:24] KOD: 9322 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:25] KOD: 4494 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:27] KOD: 4524 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:28] KOD: 4323 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:30] KOD: 5627 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:31] KOD: 6944 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:33] KOD: 2296 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:34] KOD: 2061 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:36] KOD: 7019 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:37] KOD: 8405 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:39] KOD: 8088 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:40] KOD: 1894 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:42] KOD: 4050 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:43] KOD: 6626 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:45] KOD: 4361 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:46] KOD: 1772 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:48] KOD: 7589 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:05:49] KOD: 2753 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:51] KOD: 3596 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:52] KOD: 3925 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:54] KOD: 3598 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:05:55] KOD: 4322 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:05:57] KOD: 8613 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:05:58] KOD: 8130 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:00] KOD: 2328 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:01] KOD: 1979 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:03] KOD: 3165 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:04] KOD: 4708 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:06] KOD: 7072 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:07] KOD: 9718 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:09] KOD: 3178 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:10] KOD: 3466 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:12] KOD: 6881 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:13] KOD: 3808 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:15] KOD: 4667 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:16] KOD: 7569 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:18] KOD: 8237 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:19] KOD: 3064 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:21] KOD: 3801 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:22] KOD: 3883 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:24] KOD: 6693 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:25] KOD: 5019 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:27] KOD: 4500 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:28] KOD: 8739 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:30] KOD: 8033 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:31] KOD: 3626 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:33] KOD: 7282 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:34] KOD: 3181 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:36] KOD: 3967 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:37] KOD: 1272 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:39] KOD: 9703 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:40] KOD: 3516 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:42] KOD: 6159 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:44] KOD: 8885 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:45] KOD: 6535 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:06:47] KOD: 7324 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:48] KOD: 5378 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:50] KOD: 2031 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:51] KOD: 3703 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:53] KOD: 1635 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:06:54] KOD: 8859 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:06:56] KOD: 9851 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:57] KOD: 3626 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:06:59] KOD: 9365 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:00] KOD: 5314 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:02] KOD: 3626 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:07:03] KOD: 9177 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:05] KOD: 2816 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:06] KOD: 4571 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:07:08] KOD: 8032 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:09] KOD: 7534 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:07:11] KOD: 2517 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:12] KOD: 1225 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:14] KOD: 9545 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:15] KOD: 3484 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:17] KOD: 9561 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:18] KOD: 8029 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:20] KOD: 4289 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:21] KOD: 8673 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:23] KOD: 5999 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:24] KOD: 5191 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:26] KOD: 2897 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:27] KOD: 8956 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:29] KOD: 9898 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:07:30] KOD: 8986 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:32] KOD: 7289 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:33] KOD: 7993 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:35] KOD: 3168 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:36] KOD: 6116 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:38] KOD: 5890 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:07:39] KOD: 3533 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:41] KOD: 8719 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:42] KOD: 8166 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:44] KOD: 8278 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:45] KOD: 6442 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:47] KOD: 6469 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:07:48] KOD: 6112 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:07:50] KOD: 3868 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:51] KOD: 3868 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:53] KOD: 6425 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:07:54] KOD: 4271 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:56] KOD: 8224 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:07:57] KOD: 2734 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:07:59] KOD: 3573 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:00] KOD: 4908 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:02] KOD: 1149 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:03] KOD: 4875 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:05] KOD: 6424 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:08:06] KOD: 2356 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:08] KOD: 9541 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:09] KOD: 6248 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:11] KOD: 9752 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:08:12] KOD: 7545 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:14] KOD: 8956 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:08:15] KOD: 1216 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:17] KOD: 5520 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:18] KOD: 9686 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:20] KOD: 4248 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:21] KOD: 1752 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:23] KOD: 3545 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:24] KOD: 5290 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:26] KOD: 3773 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:27] KOD: 1623 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:29] KOD: 8984 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:30] KOD: 1601 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:32] KOD: 2464 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:33] KOD: 8076 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:35] KOD: 4206 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:36] KOD: 9756 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:38] KOD: 4356 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:39] KOD: 8873 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:41] KOD: 7204 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:42] KOD: 2214 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:44] KOD: 2314 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:08:45] KOD: 1872 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:47] KOD: 4585 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:48] KOD: 7725 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:50] KOD: 6746 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:51] KOD: 8957 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:08:53] KOD: 3122 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:54] KOD: 4802 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:08:56] KOD: 7537 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:57] KOD: 5088 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:08:59] KOD: 4567 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:00] KOD: 4319 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:02] KOD: 3117 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:03] KOD: 9748 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:05] KOD: 5070 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:06] KOD: 4942 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:08] KOD: 1968 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:09:09] KOD: 9399 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:11] KOD: 8781 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:12] KOD: 6065 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:14] KOD: 3530 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:16] KOD: 3499 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:17] KOD: 7587 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:19] KOD: 5485 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:20] KOD: 6823 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:22] KOD: 9794 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:23] KOD: 6823 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:09:25] KOD: 3433 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:26] KOD: 3553 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:28] KOD: 4764 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:29] KOD: 8138 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:09:31] KOD: 4031 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:32] KOD: 6682 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:34] KOD: 3723 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:35] KOD: 1238 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:37] KOD: 3433 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:38] KOD: 1275 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:40] KOD: 6918 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:09:41] KOD: 7309 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:43] KOD: 1515 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:44] KOD: 9526 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:46] KOD: 8471 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:47] KOD: 6862 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:49] KOD: 3972 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:50] KOD: 2058 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:52] KOD: 5721 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:09:53] KOD: 7772 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:55] KOD: 6889 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:56] KOD: 6246 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:09:58] KOD: 1392 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:09:59] KOD: 8485 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:10:01] KOD: 3934 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:02] KOD: 7536 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:04] KOD: 4959 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:05] KOD: 3128 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:07] KOD: 9585 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:08] KOD: 3988 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:10:10] KOD: 5205 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:11] KOD: 3796 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:10:13] KOD: 4536 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:14] KOD: 5373 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:16] KOD: 5892 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:17] KOD: 1935 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:19] KOD: 9019 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:20] KOD: 8093 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:22] KOD: 6199 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:23] KOD: 7512 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:25] KOD: 2002 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:26] KOD: 1454 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:28] KOD: 7359 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:29] KOD: 3393 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:31] KOD: 3991 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:32] KOD: 4093 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:34] KOD: 4380 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:35] KOD: 4894 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:37] KOD: 9138 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:38] KOD: 9559 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:10:40] KOD: 4339 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:41] KOD: 3252 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:43] KOD: 7871 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:44] KOD: 8865 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:46] KOD: 3932 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:47] KOD: 8880 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:10:49] KOD: 5573 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:10:50] KOD: 2567 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:52] KOD: 2554 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:53] KOD: 3298 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:10:55] KOD: 4396 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:56] KOD: 6842 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:10:58] KOD: 4337 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:10:59] KOD: 3646 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:01] KOD: 3879 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:11:02] KOD: 1513 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:04] KOD: 7330 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:05] KOD: 8882 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:07] KOD: 3822 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:08] KOD: 9072 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:10] KOD: 6196 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:11] KOD: 9053 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:13] KOD: 3960 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:14] KOD: 6341 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:16] KOD: 2582 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:11:17] KOD: 7708 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:19] KOD: 4634 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:20] KOD: 1663 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:11:22] KOD: 8269 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:23] KOD: 5013 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:25] KOD: 1358 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:26] KOD: 9569 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:11:28] KOD: 1536 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:29] KOD: 9873 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:31] KOD: 4974 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:11:32] KOD: 8375 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:34] KOD: 5856 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:35] KOD: 2893 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:37] KOD: 9415 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:39] KOD: 1293 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:40] KOD: 4791 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:42] KOD: 2861 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:43] KOD: 2515 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:45] KOD: 4559 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:46] KOD: 8583 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:48] KOD: 2141 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:11:49] KOD: 6343 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:51] KOD: 3681 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:52] KOD: 8684 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:11:54] KOD: 3547 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:11:55] KOD: 5795 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:11:57] KOD: 3610 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:11:58] KOD: 2020 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:00] KOD: 8520 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:12:01] KOD: 9858 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:03] KOD: 8629 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:04] KOD: 9760 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:12:06] KOD: 9552 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:07] KOD: 9409 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:09] KOD: 8885 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:10] KOD: 3428 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:12:12] KOD: 1337 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:13] KOD: 6736 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:12:15] KOD: 7341 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:16] KOD: 4055 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:12:18] KOD: 7078 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:19] KOD: 4648 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:12:21] KOD: 7223 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:22] KOD: 4183 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:24] KOD: 9790 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:25] KOD: 9441 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:27] KOD: 9640 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:28] KOD: 5153 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:30] KOD: 3644 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:31] KOD: 2440 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:33] KOD: 5612 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:12:34] KOD: 1828 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:36] KOD: 5334 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:37] KOD: 1018 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:39] KOD: 1224 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:40] KOD: 8217 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:42] KOD: 7371 | TEHDIT: KRITIK | DURUM: ENGELLENDI
